order_id,order_date,customer_id,product,region,sales_channel,quantity,unit_price,discount_pct,sales_amount,cost_amount,profit,profit_margin_pct,year,month,month_name,quarter
100028,2024-08-23,3004,Laptop,South,Marketplace,4,638.11,13.02,2220.11,1736.55,483.56,21.78,2024.0,8.0,August,3.0
100029,2024-12-10,2678,Smartwatch,South,Online,2,162.2,17.53,267.53,188.11,79.42,29.69,2024.0,12.0,December,4.0
100030,2024-02-18,4836,Mouse,South,Marketplace,1,34.45,4.15,33.02,21.21,11.81,35.77,2024.0,2.0,February,1.0
100031,2024-02-28,1608,Smartwatch,West,Marketplace,2,207.97,19.42,335.16,218.02,117.14,34.95,2024.0,2.0,February,1.0
100032,2024-06-18,3074,Smartphone,North,Store,2,624.26,23.4,956.37,594.57,361.8,37.83,2024.0,6.0,June,2.0
100033,2024-07-06,4695,Smartphone,East,Online,3,637.95,7.41,1772.03,1168.53,603.5,34.06,2024.0,7.0,July,3.0
100034,2024-09-27,2478,Monitor,South,Marketplace,4,262.3,15.28,888.88,712.71,176.17,19.82,2024.0,9.0,September,3.0
100035,2024-07-08,1635,Headphones,South,Marketplace,3,73.31,0.82,218.13,164.43,53.7,24.62,2024.0,7.0,July,3.0
100036,2024-06-23,2210,Tablet,West,Online,2,375.37,19.15,606.97,519.89,87.08,14.35,2024.0,6.0,June,2.0
100037,2024-02-20,1484,Laptop,North,Store,6,718.71,13.99,3708.97,2695.62,1013.35,27.32,2024.0,2.0,February,1.0
100038,2024-12-29,3728,Smartwatch,West,Online,6,201.44,16.84,1005.11,729.71,275.4,27.4,2024.0,12.0,December,4.0
100039,2024-02-24,2075,Laptop,North,Online,1,684.28,3.57,659.85,418.05,241.8,36.64,2024.0,2.0,February,1.0
100040,2024-08-31,2915,Mouse,South,Online,7,31.99,20.24,178.61,132.92,45.69,25.58,2024.0,8.0,August,3.0
100041,2024-11-15,3053,Laptop,West,Online,4,816.15,6.4,3055.67,2292.84,762.83,24.96,2024.0,11.0,November,4.0
100042,2024-05-10,1589,Mouse,North,Online,5,31.08,17.12,128.8,82.15,46.65,36.22,2024.0,5.0,May,2.0
100043,2024-11-02,4232,Smartwatch,West,Online,4,199.99,14.83,681.33,411.96,269.37,39.54,2024.0,11.0,November,4.0
100044,2024-05-14,3256,Monitor,North,Marketplace,3,261.61,16.34,656.59,448.59,208.0,31.68,2024.0,5.0,May,2.0
100045,2024-01-21,3305,Smartwatch,West,Marketplace,7,173.22,1.26,1197.26,752.14,445.12,37.18,2024.0,1.0,January,1.0
100046,2024-11-24,2229,Monitor,South,Marketplace,4,249.37,18.55,812.45,585.71,226.74,27.91,2024.0,11.0,November,4.0
100047,2024-06-15,4839,Keyboard,East,Online,1,54.6,19.88,43.75,31.81,11.94,27.29,2024.0,6.0,June,2.0
100048,2024-09-30,2974,Mouse,West,Store,4,34.1,11.87,120.21,90.19,30.02,24.97,2024.0,9.0,September,3.0
100049,2024-03-29,3059,Tablet,South,Marketplace,5,394.92,12.594999999999999,1725.9,1327.44,398.46,23.09,2024.0,3.0,March,1.0
100050,2024-11-11,1949,Monitor,North,Store,6,224.11,8.56,1229.56,945.45,284.11,23.11,2024.0,11.0,November,4.0
100051,2024-01-14,3056,Smartwatch,West,Online,7,206.5,23.2,1110.14,715.55,394.59,35.54,2024.0,1.0,January,1.0
100052,2024-08-29,4481,Mouse,North,Online,3,35.05,18.88,85.3,66.93,18.37,21.54,2024.0,8.0,August,3.0
100053,2024-09-21,3984,Tablet,East,Marketplace,3,378.32,17.47,936.68,680.96,255.72,27.3,2024.0,9.0,September,3.0
100054,2024-12-11,3080,Smartwatch,West,Online,2,183.02,23.14,281.34,197.63,83.71,29.75,2024.0,12.0,December,4.0
100055,2024-02-22,3008,Tablet,East,Online,7,313.99,8.72,2006.27,1527.61,478.66,23.86,2024.0,2.0,February,1.0
100056,2024-12-05,3588,Smartwatch,North,Online,3,145.17,15.75,366.92,264.3,102.62,27.97,2024.0,12.0,December,4.0
100057,2024-04-01,2742,Laptop,North,Marketplace,5,850.69,17.15,3523.98,2562.55,961.43,27.28,2024.0,4.0,April,2.0
100058,2024-09-20,4053,Keyboard,North,Online,5,46.09,24.91,173.04,101.5,71.54,41.34,2024.0,9.0,September,3.0
100059,2024-02-04,1387,Headphones,South,Store,6,74.65,10.68,400.06,321.88,78.18,19.54,2024.0,2.0,February,1.0
100060,2024-07-24,2974,Smartphone,North,Online,3,526.5,10.0,1421.55,993.29,428.26,30.13,2024.0,7.0,July,3.0
100061,2024-03-21,3688,Smartphone,West,Store,6,539.56,2.11,3169.05,2297.71,871.34,27.5,2024.0,3.0,March,1.0
100063,2024-12-25,2499,Mouse,West,Online,5,31.33,12.79,136.61,100.33,36.28,26.56,2024.0,12.0,December,4.0
100064,2024-01-02,4796,Mouse,West,Marketplace,3,29.03,4.28,83.36,49.61,33.75,40.49,2024.0,1.0,January,1.0
100065,2024-02-23,4823,Mouse,West,Marketplace,3,29.04,1.82,85.53,58.8,26.73,31.25,2024.0,2.0,February,1.0
100066,2024-04-15,1207,Headphones,South,Online,4,69.54,24.12,211.07,161.93,49.14,23.28,2024.0,4.0,April,2.0
100067,2024-09-16,4390,Tablet,East,Online,6,422.26,23.79,1930.83,1627.33,303.5,15.72,2024.0,9.0,September,3.0
100068,2024-11-05,2819,Smartphone,South,Online,7,575.33,8.13,3699.89,3025.6,674.29,18.22,2024.0,11.0,November,4.0
100069,2024-07-09,2781,Keyboard,North,Marketplace,3,56.83,19.75,136.82,116.24,20.58,15.04,2024.0,7.0,July,3.0
100070,2024-08-05,3605,Mouse,East,Online,1,35.16,21.81,27.49,21.96,5.53,20.12,2024.0,8.0,August,3.0
100071,2024-02-13,4689,Monitor,West,Online,2,270.96,11.62,478.95,362.64,116.31,24.28,2024.0,2.0,February,1.0
100072,2024-06-10,3396,Laptop,North,Online,5,798.56,5.59,3769.6,2633.06,1136.54,30.15,2024.0,6.0,June,2.0
100073,2024-07-20,1793,Headphones,North,Online,4,84.66,3.25,327.63,201.33,126.3,38.55,2024.0,7.0,July,3.0
100074,2024-09-26,3282,Smartwatch,North,Online,4,190.86,3.52,736.57,478.93,257.64,34.98,2024.0,9.0,September,3.0
100075,2024-12-16,2725,Mouse,West,Store,2,24.68,19.92,39.53,25.93,13.6,34.4,2024.0,12.0,December,4.0
100076,2024-10-30,4116,Smartphone,West,Online,1,586.97,9.61,530.56,371.29,159.27,30.02,2024.0,10.0,October,4.0
100077,2024-09-27,2006,Laptop,North,Marketplace,2,732.32,17.34,1210.67,908.95,301.72,24.92,2024.0,9.0,September,3.0
100078,2024-08-02,3785,Keyboard,South,Marketplace,3,62.04,13.47,161.05,121.31,39.74,24.68,2024.0,8.0,August,3.0
100079,2024-09-08,1942,Mouse,West,Online,7,32.64,9.87,205.93,145.71,60.22,29.24,2024.0,9.0,September,3.0
100080,2024-07-08,2166,Smartphone,South,Store,6,526.34,3.1,3060.14,2010.31,1049.83,34.31,2024.0,7.0,July,3.0
100081,2024-10-22,4720,Laptop,East,Store,4,825.7,8.34,3027.35,1803.82,1223.53,40.42,2024.0,10.0,October,4.0
100082,2024-07-31,3224,Monitor,Unknown,Store,6,217.55,12.594999999999999,1140.9,883.55,257.35,22.56,2024.0,7.0,July,3.0
100083,2024-07-26,2678,Headphones,South,Online,6,69.96,20.28,334.63,282.1,52.53,15.7,2024.0,7.0,July,3.0
100084,2024-08-24,1449,Keyboard,South,Online,6,54.0,0.71,321.7,203.06,118.64,36.88,2024.0,8.0,August,3.0
100085,2024-12-03,1592,Smartwatch,West,Marketplace,7,199.99,3.51,1350.79,1012.47,338.32,25.05,2024.0,12.0,December,4.0
100086,2024-02-22,1082,Smartphone,South,Online,6,573.63,18.9,2791.28,1850.07,941.21,33.72,2024.0,2.0,February,1.0
100087,2024-10-06,3183,Tablet,North,Store,3,364.01,8.39,1000.41,634.67,365.74,36.56,2024.0,10.0,October,4.0
100088,2024-08-04,4791,Monitor,South,Store,7,214.04,16.09,1257.21,970.11,287.1,22.84,2024.0,8.0,August,3.0
100089,2024-09-08,3904,Headphones,East,Online,4,98.3,14.07,337.88,270.36,67.52,19.98,2024.0,9.0,September,3.0
100090,2024-07-06,4249,Headphones,West,Marketplace,6,81.35,16.3,408.54,283.46,125.08,30.62,2024.0,7.0,July,3.0
100091,2024-02-10,2407,Tablet,West,Marketplace,4,376.74,1.34,1486.77,886.89,599.88,40.35,2024.0,2.0,February,1.0
100092,2024-06-05,4315,Smartwatch,North,Online,7,201.5,23.28,1082.14,749.31,332.83,30.76,2024.0,6.0,June,2.0
100093,2024-01-15,4639,Monitor,West,Marketplace,6,242.0,0.52,1444.45,1052.98,391.47,27.1,2024.0,1.0,January,1.0
100094,2024-10-27,4213,Smartphone,North,Online,3,398.78,0.2,1193.95,991.09,202.86,16.99,2024.0,10.0,October,4.0
100095,2024-03-05,2481,Headphones,South,Marketplace,2,78.15,5.65,147.47,112.65,34.82,23.61,2024.0,3.0,March,1.0
100096,2024-12-10,3488,Keyboard,West,Store,6,58.08,24.84,261.92,204.03,57.89,22.1,2024.0,12.0,December,4.0
100097,2024-11-22,2080,Laptop,North,Store,5,891.62,1.81,4377.41,2787.16,1590.25,36.33,2024.0,11.0,November,4.0
100098,2024-01-09,4599,Keyboard,North,Online,5,59.48,21.86,232.39,181.65,50.74,21.83,2024.0,1.0,January,1.0
100099,2024-12-09,3745,Smartwatch,South,Online,2,201.09,3.98,386.17,278.25,107.92,27.95,2024.0,12.0,December,4.0
100100,2024-05-08,4898,Mouse,East,Marketplace,1,22.84,2.73,22.22,17.99,4.23,19.04,2024.0,5.0,May,2.0
100101,2024-05-15,1419,Smartwatch,East,Online,7,214.1,19.47,1206.9,773.08,433.82,35.94,2024.0,5.0,May,2.0
100102,2024-03-03,1088,Headphones,South,Store,2,94.42,21.17,148.86,107.81,41.05,27.58,2024.0,3.0,March,1.0
100103,2024-05-18,4681,Laptop,West,Marketplace,2,801.27,19.8,1285.24,820.77,464.47,36.14,2024.0,5.0,May,2.0
100104,2024-03-21,3704,Monitor,West,Online,2,247.77,6.03,465.66,307.38,158.28,33.99,2024.0,3.0,March,1.0
100105,2024-06-11,4080,Laptop,West,Online,5,795.49,22.0,3102.41,2522.44,579.97,18.69,2024.0,6.0,June,2.0
100106,2024-10-15,4549,Smartwatch,South,Marketplace,4,218.0,1.8,856.3,661.59,194.71,22.74,2024.0,10.0,October,4.0
100107,2024-09-17,1215,Laptop,North,Marketplace,1,745.25,8.55,681.53,534.31,147.22,21.6,2024.0,9.0,September,3.0
100108,2024-08-18,4757,Tablet,North,Online,7,376.28,11.58,2328.95,1395.49,933.46,40.08,2024.0,8.0,August,3.0
100109,2024-02-10,2759,Laptop,West,Store,1,722.41,1.69,710.2,556.82,153.38,21.6,2024.0,2.0,February,1.0
100110,2024-01-28,3600,Headphones,West,Marketplace,1,85.16,14.5,72.81,52.26,20.55,28.22,2024.0,1.0,January,1.0
100111,2024-05-14,2521,Tablet,West,Online,3,364.95,13.98,941.79,667.28,274.51,29.15,2024.0,5.0,May,2.0
100112,2024-07-19,2718,Smartwatch,North,Online,6,203.98,24.8,920.36,640.1,280.26,30.45,2024.0,7.0,July,3.0
100113,2024-11-23,3551,Smartwatch,North,Store,2,178.66,15.54,301.79,247.02,54.77,18.15,2024.0,11.0,November,4.0
100114,2024-09-24,4854,Smartwatch,North,Online,4,187.28,9.94,674.66,424.83,249.83,37.03,2024.0,9.0,September,3.0
100115,2024-02-02,3747,Tablet,North,Store,4,374.32,19.75,1201.57,970.75,230.82,19.21,2024.0,2.0,February,1.0
100116,2024-02-17,3293,Mouse,East,Store,3,29.54,8.37,81.2,68.2,13.0,16.01,2024.0,2.0,February,1.0
100117,2024-03-02,2502,Mouse,West,Online,5,30.56,13.32,132.45,83.05,49.4,37.3,2024.0,3.0,March,1.0
100118,2024-08-03,1309,Tablet,East,Marketplace,3,308.57,1.39,912.84,784.96,127.88,14.01,2024.0,8.0,August,3.0
100119,2024-10-19,1231,Tablet,East,Online,3,383.78,8.07,1058.43,907.48,150.95,14.26,2024.0,10.0,October,4.0
100120,2024-04-08,4455,Smartwatch,East,Online,2,176.12,13.2,305.74,230.51,75.23,24.61,2024.0,4.0,April,2.0
100121,2024-06-20,1155,Smartwatch,North,Online,5,158.54,17.56,653.5,428.18,225.32,34.48,2024.0,6.0,June,2.0
100122,2024-12-25,2199,Smartwatch,West,Marketplace,6,196.59,2.48,1150.29,805.58,344.71,29.97,2024.0,12.0,December,4.0
100123,2024-08-01,3896,Smartphone,East,Online,6,541.07,19.93,2599.41,1631.67,967.74,37.23,2024.0,8.0,August,3.0
100124,2024-02-04,1115,Mouse,North,Online,3,31.57,22.5,73.4,45.04,28.36,38.64,2024.0,2.0,February,1.0
100127,2024-05-10,1993,Monitor,North,Online,2,282.29,4.51,539.12,397.76,141.36,26.22,2024.0,5.0,May,2.0
100128,2024-09-13,3348,Monitor,North,Online,6,264.06,13.09,1376.97,894.21,482.76,35.06,2024.0,9.0,September,3.0
100129,2024-01-05,2042,Monitor,South,Store,5,267.03,19.94,1068.92,690.27,378.65,35.42,2024.0,1.0,January,1.0
100130,2024-08-05,3832,Monitor,North,Store,4,256.5,9.66,926.89,794.44,132.45,14.29,2024.0,8.0,August,3.0
100131,2024-09-11,1012,Monitor,North,Marketplace,1,264.93,0.66,263.18,198.99,64.19,24.39,2024.0,9.0,September,3.0
100132,2024-12-24,2428,Keyboard,East,Online,2,52.16,13.5,90.24,73.04,17.2,19.06,2024.0,12.0,December,4.0
100133,2024-10-09,4885,Tablet,South,Online,4,388.02,21.12,1224.28,839.86,384.42,31.4,2024.0,10.0,October,4.0
100134,2024-07-25,4776,Headphones,East,Store,3,96.86,2.71,282.71,230.76,51.95,18.38,2024.0,7.0,July,3.0
100135,2024-01-15,3280,Smartphone,West,Store,3,506.89,0.74,1509.42,1180.75,328.67,21.77,2024.0,1.0,January,1.0
100136,2024-12-11,4003,Monitor,East,Store,2,279.6,20.23,446.07,302.47,143.6,32.19,2024.0,12.0,December,4.0
100137,2024-02-11,4677,Keyboard,East,Marketplace,5,52.78,6.68,246.27,192.33,53.94,21.9,2024.0,2.0,February,1.0
100138,2024-06-27,3014,Smartwatch,West,Store,7,200.81,9.11,1277.61,1072.15,205.46,16.08,2024.0,6.0,June,2.0
100139,2024-03-03,1730,Smartwatch,East,Online,3,166.91,2.17,489.86,313.42,176.44,36.02,2024.0,3.0,March,1.0
100140,2024-12-17,2302,Mouse,North,Store,4,32.89,2.42,128.38,94.15,34.23,26.66,2024.0,12.0,December,4.0
100141,2024-08-18,2377,Keyboard,South,Online,1,63.09,15.36,53.4,45.43,7.97,14.93,2024.0,8.0,August,3.0
100142,2024-08-28,4066,Keyboard,East,Online,5,54.83,13.81,236.29,191.4,44.89,19.0,2024.0,8.0,August,3.0
100143,2024-02-21,3037,Headphones,East,Marketplace,7,71.42,7.31,463.39,349.25,114.14,24.63,2024.0,2.0,February,1.0
100144,2024-04-05,4047,Monitor,West,Store,2,241.06,11.32,427.54,256.33,171.21,40.05,2024.0,4.0,April,2.0
100145,2024-08-09,3351,Keyboard,East,Online,3,49.16,9.7,133.17,92.39,40.78,30.62,2024.0,8.0,August,3.0
100146,2024-08-18,1541,Tablet,West,Online,5,363.98,17.38,1503.6,1146.12,357.48,23.77,2024.0,8.0,August,3.0
100147,2024-08-24,3518,Keyboard,North,Online,1,60.52,21.55,47.48,32.98,14.5,30.54,2024.0,8.0,August,3.0
100148,2024-05-22,3861,Monitor,East,Online,5,253.6,19.13,1025.43,881.06,144.37,14.08,2024.0,5.0,May,2.0
100149,2024-06-19,1077,Headphones,West,Store,5,69.17,0.11,345.47,273.25,72.22,20.9,2024.0,6.0,June,2.0
100150,2024-01-29,4068,Keyboard,South,Store,2,52.85,2.49,103.07,65.18,37.89,36.76,2024.0,1.0,January,1.0
100151,2024-02-05,4593,Smartphone,North,Online,7,532.87,10.73,3329.85,2388.41,941.44,28.27,2024.0,2.0,February,1.0
100152,2024-01-13,1024,Laptop,South,Online,1,874.69,21.29,688.47,473.3,215.17,31.25,2024.0,1.0,January,1.0
100153,2024-06-08,2039,Smartwatch,West,Online,1,186.63,5.92,175.58,131.02,44.56,25.38,2024.0,6.0,June,2.0
100154,2024-11-22,1676,Mouse,North,Online,5,31.79,21.97,124.03,87.44,36.59,29.5,2024.0,11.0,November,4.0
100155,2024-07-05,3573,Laptop,East,Online,3,765.85,2.75,2234.37,1444.76,789.61,35.34,2024.0,7.0,July,3.0
100156,2024-08-30,3395,Laptop,North,Marketplace,5,697.17,1.82,3422.41,2679.28,743.13,21.71,2024.0,8.0,August,3.0
100157,2024-03-26,1172,Headphones,Unknown,Marketplace,4,80.37,22.84,248.05,151.29,96.76,39.01,2024.0,3.0,March,1.0
100158,2024-10-10,2893,Smartwatch,West,Marketplace,3,185.64,4.05,534.36,389.55,144.81,27.1,2024.0,10.0,October,4.0
100159,2024-03-06,4399,Keyboard,North,Store,2,63.4,11.59,112.1,74.75,37.35,33.32,2024.0,3.0,March,1.0
100160,2024-06-18,3760,Laptop,North,Store,1,680.02,8.15,624.6,531.31,93.29,14.94,2024.0,6.0,June,2.0
100161,2024-02-14,4557,Laptop,South,Online,6,733.81,3.69,4240.39,2819.82,1420.57,33.5,2024.0,2.0,February,1.0
100162,2024-03-02,1489,Smartwatch,East,Online,3,176.33,15.8,445.41,300.84,144.57,32.46,2024.0,3.0,March,1.0
100163,2024-05-13,2486,Mouse,South,Store,2,34.7,24.09,52.68,40.98,11.7,22.21,2024.0,5.0,May,2.0
100164,2024-10-10,3426,Monitor,East,Online,5,251.05,16.45,1048.76,645.99,402.77,38.4,2024.0,10.0,October,4.0
100165,2024-01-28,2974,Tablet,West,Marketplace,2,419.21,8.84,764.3,512.75,251.55,32.91,2024.0,1.0,January,1.0
100166,2024-04-17,4236,Tablet,South,Online,4,244.83,17.79,805.1,623.8,181.3,22.52,2024.0,4.0,April,2.0
100167,2024-02-13,3420,Smartwatch,South,Marketplace,6,211.15,3.58,1221.54,719.01,502.53,41.14,2024.0,2.0,February,1.0
100168,2024-12-05,4645,Keyboard,South,Online,2,49.06,14.5,83.89,55.96,27.93,33.29,2024.0,12.0,December,4.0
100169,2024-10-12,4048,Keyboard,South,Online,6,51.11,11.74,270.66,157.61,113.05,41.77,2024.0,10.0,October,4.0
100170,2024-11-26,4025,Mouse,North,Marketplace,6,29.32,9.0,160.09,99.59,60.5,37.79,2024.0,11.0,November,4.0
100171,2024-05-07,4496,Monitor,East,Online,3,239.46,18.49,585.55,438.69,146.86,25.08,2024.0,5.0,May,2.0
100172,2024-12-13,1757,Smartwatch,West,Marketplace,7,189.62,2.96,1288.05,911.76,376.29,29.21,2024.0,12.0,December,4.0
100173,2024-08-18,3525,Keyboard,South,Online,1,50.31,13.32,43.61,27.2,16.41,37.63,2024.0,8.0,August,3.0
100174,2024-07-08,3430,Tablet,East,Store,3,355.47,21.36,838.62,504.73,333.89,39.81,2024.0,7.0,July,3.0
100175,2024-08-12,1155,Tablet,North,Online,3,355.89,5.04,1013.86,604.01,409.85,40.42,2024.0,8.0,August,3.0
100176,2024-10-09,2974,Smartphone,East,Online,1,416.87,6.61,389.31,235.1,154.21,39.61,2024.0,10.0,October,4.0
100177,2024-04-30,2780,Mouse,South,Store,4,31.24,16.52,104.32,63.31,41.01,39.31,2024.0,4.0,April,2.0
100178,2024-04-25,1674,Headphones,East,Online,3,85.14,19.31,206.1,124.51,81.59,39.59,2024.0,4.0,April,2.0
100179,2024-08-20,3116,Monitor,East,Online,1,245.54,7.08,228.16,135.85,92.31,40.46,2024.0,8.0,August,3.0
100180,2024-09-15,3392,Mouse,North,Marketplace,1,28.21,9.0,25.67,19.9,5.77,22.48,2024.0,9.0,September,3.0
100181,2024-12-24,4349,Laptop,West,Marketplace,3,752.29,18.5,1839.35,1551.63,287.72,15.64,2024.0,12.0,December,4.0
100182,2024-07-16,1673,Smartwatch,East,Online,6,140.55,7.13,783.17,641.93,141.24,18.03,2024.0,7.0,July,3.0
100183,2024-05-16,3439,Keyboard,North,Online,1,51.44,16.66,42.87,28.06,14.81,34.55,2024.0,5.0,May,2.0
100184,2024-11-13,2473,Smartphone,West,Store,6,492.0,3.97,2834.81,1806.32,1028.49,36.28,2024.0,11.0,November,4.0
100185,2024-06-13,1259,Tablet,North,Marketplace,5,357.84,10.28,1605.27,952.56,652.71,40.66,2024.0,6.0,June,2.0
100186,2024-08-12,1307,Smartphone,East,Marketplace,3,518.13,17.22,1286.72,802.54,484.18,37.63,2024.0,8.0,August,3.0
100187,2024-11-02,4919,Headphones,South,Online,6,94.73,11.5,503.02,371.73,131.29,26.1,2024.0,11.0,November,4.0
100188,2024-08-21,2119,Smartwatch,East,Store,4,164.65,0.48,655.44,563.33,92.11,14.05,2024.0,8.0,August,3.0
100189,2024-06-20,3998,Mouse,South,Online,5,32.59,10.16,146.39,120.13,26.26,17.94,2024.0,6.0,June,2.0
100190,2024-05-31,4536,Smartphone,South,Online,7,645.01,7.21,4189.53,3034.02,1155.51,27.58,2024.0,5.0,May,2.0
100191,2024-11-10,4018,Mouse,North,Online,4,28.24,2.53,110.1,76.91,33.19,30.15,2024.0,11.0,November,4.0
100192,2024-06-08,1246,Smartwatch,Unknown,Online,6,206.71,0.23,1237.41,768.93,468.48,37.86,2024.0,6.0,June,2.0
100193,2024-04-05,3781,Keyboard,East,Store,7,64.46,1.14,446.08,311.02,135.06,30.28,2024.0,4.0,April,2.0
100194,2024-08-20,2659,Keyboard,East,Online,3,64.28,23.73,147.08,109.8,37.28,25.35,2024.0,8.0,August,3.0
100195,2024-06-28,1187,Tablet,West,Marketplace,2,347.41,18.75,564.54,421.58,142.96,25.32,2024.0,6.0,June,2.0
100196,2024-04-22,2798,Smartphone,West,Store,1,587.54,23.49,449.53,330.89,118.64,26.39,2024.0,4.0,April,2.0
100197,2024-11-13,1925,Keyboard,East,Online,5,60.68,2.87,294.69,238.91,55.78,18.93,2024.0,11.0,November,4.0
100198,2024-02-21,1785,Smartwatch,East,Marketplace,3,217.49,14.26,559.43,404.35,155.08,27.72,2024.0,2.0,February,1.0
100199,2024-09-24,4445,Mouse,North,Marketplace,1,32.48,2.08,31.8,22.65,9.15,28.77,2024.0,9.0,September,3.0
100200,2024-10-21,2596,Tablet,West,Store,6,410.54,0.67,2446.74,1628.58,818.16,33.44,2024.0,10.0,October,4.0
100201,2024-04-22,4478,Keyboard,West,Online,2,53.51,11.66,94.54,59.6,34.94,36.96,2024.0,4.0,April,2.0
100202,2024-04-10,3456,Smartwatch,North,Online,4,179.54,16.16,602.11,349.47,252.64,41.96,2024.0,4.0,April,2.0
100203,2024-04-22,4197,Smartwatch,East,Online,3,140.3,1.59,414.21,277.6,136.61,32.98,2024.0,4.0,April,2.0
100204,2024-03-21,2361,Tablet,West,Online,3,341.74,9.13,931.62,705.5,226.12,24.27,2024.0,3.0,March,1.0
100205,2024-07-05,1341,Laptop,North,Online,6,722.09,2.25,4235.06,3118.95,1116.11,26.35,2024.0,7.0,July,3.0
100206,2024-04-22,1563,Mouse,South,Store,2,23.51,9.05,42.76,31.15,11.61,27.15,2024.0,4.0,April,2.0
100207,2024-01-02,4250,Smartwatch,South,Online,7,191.02,11.79,1179.49,939.14,240.35,20.38,2024.0,1.0,January,1.0
100208,2024-05-09,1651,Tablet,South,Online,4,406.33,8.44,1488.14,960.16,527.98,35.48,2024.0,5.0,May,2.0
100209,2024-08-07,4000,Monitor,North,Online,3,213.71,14.41,548.74,422.55,126.19,23.0,2024.0,8.0,August,3.0
100210,2024-02-23,4911,Smartwatch,North,Online,6,232.69,14.61,1192.16,894.08,298.08,25.0,2024.0,2.0,February,1.0
100211,2024-12-08,2194,Keyboard,South,Online,7,57.45,8.32,368.69,248.83,119.86,32.51,2024.0,12.0,December,4.0
100212,2024-08-11,4111,Keyboard,West,Online,1,60.57,9.74,54.67,35.05,19.62,35.89,2024.0,8.0,August,3.0
100213,2024-08-12,1069,Mouse,South,Marketplace,6,29.82,11.03,159.19,117.41,41.78,26.25,2024.0,8.0,August,3.0
